225	1,4,6,10,12,14,15,18,25,26
226	1,7,8,11,12,13
227	0,6,15
228	1,2,4,8,9,11
229	0,1,3,4,5,6,7,8,10,14,15,17,57
230	0,1,8,16,58,59
231	1,2,4,5,7,9,10,11,14
232	2,4,10
233	0,1,3,4,7,8,9,11,16
234	0,7,8,10
235	2,8,11,13,16
236	0,4,7,8,11,13,17
237	4,8,11
238	4,12
239	0,4,11
240	0,1,4,6,7,9,14,15
241	0,4,6,8,11,15
242	0,1,2,3,4,9,13,17
243	0,4,8,16,21
244	0,1,2,8,9,11,12,13,16
245	4,60
246	0,1,2,4,5,7,8,9,10,11,12,13,14,15
247	1,2,4,7,8,9,11,12,13,15,17
248	0,4,8,9,11,14,20,21
249	0,3,10,16
250	0,1,2,3,8,12,16
251	0,3
252	2,4,8,11,14
253	0,1,2,4,5,6,8,9,11,12,13,14,17
254	0,8,11
255	61
256	0,1,2,3,4,6,9,11,14,15,25
257	0,1,3,4,10,13
258	0,1,4,12,18
259	0,2,4,7,8,11,13,14,16
260	2,3,4,8,11,12,14,16
261	4,7,8,9,11,12
262	0,1,2,3,4,6,7,8,9,10,11,12,13,14,17
263	2,4,9,10,12,14,17
264	1,3,10,11
265	2,4,7,8,11
266	2,7,15,62,63
267	1,2,4,7,8,11,12,13,14,18
268	64
269	0,10,15
270	0,1,2,3,4,6,8,9,10,11,12,13,14,15
271	1,2,4,7,8,9,11,12,13,16
272	0,1,2,4,7,8,9,13,14,17
273	4,7
274	1,2,4,11,17,65
275	0,1,4,8,12
276	0,2,8,9,11,13,21
277	1,4,13
278	0,1,4,7,9,10,12,14
279	1,4,8,12
280	1,2,4,7,8,9,11,13,14,15,17,20
281	0,1,4,10,11,14
282	0,1,2,4,12
283	0,1,2,4,7,8,9,11,12,14,17
284	1,2,4,7,8,9,11,12,13,14,16
285	0,6,9,14
286	0,2,6,11,12
287	1,4,6,7,8,13
288	0,1,3,4,6,8,9,16
289	1,4,7,10,15,20
290	0,1,3,10,15,16
291	25,26,27
292	0,2,8,11
293	8
294	22,66,67,68
295	0,1,4,8,10,11,12,13
296	0,7,8,9,11
297	2,4,8,11,12
298	0,2,4,7,8,9,11,12,14,18
299	0,2,4,9,12,16,21,69
300	6,12,14,15,17
301	1,2,4,7,8,11,12,13
302	1,2,14,15
303	1
304	1,4,9,10,14,17
305	4,7,10,11,15
306	0,2,3,4,9,13,14
307	0,1,2,4,7,8,9,10,11,12,13,14,17,21
308	1,4,8,9,11
309	0,1,2,3,4,8,9,11,12,14,15,16
310	3,4,12,70
311	1,2,4,12
315	0,1,4,7,9,11,12,14,16,17,71
316	0,2,6,12,15,18
317	1,2,4,5,7,8,9,11,14
318	0,1,2,6,7,8,9,14
319	1,2,3,4,7,8,9,11,12,13,17
320	1,4,9,12,13,14
321	0,1,2,3,4,5,6,7,8,9,11,12,13,14,17,18
322	0,1,12
324	1,2,3,4,11,12,14,15
325	0,1,2,3,4,7,8,9,11,12,13,14,17
326	2,16,72
327	12
328	0,6,7,14,16
329	1,2,3,4,7,8,9,11,12,13,14,16
330	0,4,7,11,13
331	1,4
332	0,4,17,27
333	8
334	0,1,2,3,4,9,11
335	0,2,4,6,7,8,9,11,21
336	1,4,9,11,16
337	0,4,6,7,10,12,14,15
338	1,4,12
339	0,3,4,7,8,9,11,12,13,14
340	1,4,8,9,12
341	0,4,7,9,11,12,17
342	1
343	1,2,4,5,7,8,9,10,11,12,14,15,16,17
344	1,2,4,5,7,10,11,12,14
345	2,7,12
347	0,1,2,3,4,5,7,8,9,10,11,12,13,14,17
348	0,1,2,4,12,14
349	0,1,4,9,11,12,14,17,62
350	1,14
351	7,10,15,73
352	0,3,9
353	1,2,4,8,9,11,12,14,17
354	0,1,2,3,4,6,7,8,9,11,12,13,14,16,17,18
355	0,1,2,4,6,7,8,9,11,12,13,14,15,17
356	0,2,7,9
357	6,7,12,14,15,21,64,74
358	4,8,9,12
359	0,1,2,4,8,11,13
360	1,2,4,5,7,12
361	1,4,7,18
362	1,2,4,6,13,18
363	2,4,7,8,10,11,12,18
364	75
365	0,1,2,3,4,6,11,12,14,15,17,76,77
366	0,1,7,8,10,12
367	1,4,8,9,12
368	1,6,13,14,78
370	2,3,4,7,8,11,12
371	8,10,12
373	13,17
374	1,6,8,11,12,13,63,79
375	0,7,12
376	1,2,3,4,6,8,11,13,14,80
377	0,1,2,4,7,8,9,12,17,18
378	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21
379	1,3,10,12,18,21,25,26,27
380	1,4
381	0,1,4,7,8,9,13,14,17
383	0,2,8,11,14
384	1,4,8,9,11,12,14,16
385	0,1,2,3,4,7,8,9,11,16
386	1,2,3,4,9,11,12
387	1,4,14,17,18,20
388	0,4,9,13,14,16,21
389	4,15
390	1,4,7,8,9
391	0,6,9
394	63
403	0,3,4,6,8,11,16,21
404	4,13,17
405	0,1,2,4,7,8,9,10,11,12
406	1,4,5,6,7,8,10,11,12,16,21,27
407	0,2,4,7,11,12,13,14,15,81,82
408	1,2,4,7,8,9,11,12,14
412	0,1,2,4,7,8,9,11,12,13,15,16,18
413	1,4,7,8,9,11,12,13,14,15,16,17
414	1,4,6,9,11,12,13
415	1,4,8,11,13,14,17,83,84
417	1,15
418	0,1,3,4,7,8,16
419	6
420	1
421	0,10,18
422	0,3,4,6,11,13,14,21
423	0,1,2,4,6,7,8,9,10,11,12,13,14,17
424	0,7,9,12,14
425	6
426	0,1,2,4,7,8,9,10,11,12,14,17
427	0,1,3,4,5,7,8,10,11,12,13,14,16,17,18,21
428	1,8,13
429	0,1,3,4,8,11,14,16
430	8,11
431	1,2,4,5,7,8,9,10,11,14,16
432	0,2,4,9,11,12,13
433	0,1,2,4,5,6,9,11,17
435	85
436	0,1,2,4,7,8,11,12,14,17
437	0,1,3,14,16
438	1,6,7,12,22,86
439	2,4,9,11,13,16
440	0,6,11
441	0,1,2,3,4,8,9,11,17
442	0
443	1,6,9,12,15,17
444	1,4,7,8,12,13,16
445	0,1,2,3,4,9,10,11,12,14
446	26
447	0
448	0,4,13,16
449	0,4,6,8,10,11,13,14,16
450	1,4,12
451	4,8,10,11,12,14,17
452	87
453	0,1,4,6,16
454	1,3,4,8,12,16
455	0,4,6,9,11,13,14,17
456	0,10,11,88
457	0,1,4,6,13,14,17
458	1,2,4,10,11,13,14,16,17,67
459	0,4,7,11,16
460	0,11,16
461	0,4,10,14,16
463	0,2,4,7,9,11,12,13,16,17
464	0,1,4,7,8,11,13,14
465	10,12,15
466	4,6,15,18,27
467	0,1,3,4,7,8,9,10,11,12,13,16
468	1,6
469	0,1,4,7,8,9,13,14,16
470	1,4,6,7,8,9,10,14,16
471	0,1,2,4,7,8,11,12
473	17
474	10
475	0,3,4,8,11,13,16,20
476	0,1,2,4,6,7,8,9,12,14,15,16,17,18,21
477	10
478	4
479	1,4,7,8,11,12,13,16
480	0,12,77
481	0,4,6,10,13
483	0,1,4,6,9,10,12,13,16
485	6,8,9,10,16
486	0,1,2,4,8,9,11
488	4,11,12,13,14,17
489	8,10,16,17
490	1,4,7,8,10,11,13,16
491	13
492	0,9,10,14
493	0,4,6,9,13,18,20
496	4,8
497	0,1,3,4,6,8,9,11,12,14,89
499	0,1,3,4,8,9,12,13,16,18,21
500	0,2,8,11,16
501	0,1,4,9,11,12,13,17
502	0,6,9,12,13,14,17
503	1,2,3,4,10,13,14
504	0,3,4,6,7,9,10,16,17
505	1,4,7,8,11,13,17
506	1,2,4,7,9,10,12,14,17
507	0,1,4,11
508	90
509	0,1,2,4,8,9,11,13,16
510	10
511	0,1,2,4,6,7,8,9,11,14,15,21
512	1,9,14,16
513	0,1,2,4,5,6,7,8,9,11,12,13,14,20,21
514	0,1,4,6,9,11,13
516	8,13,21
517	0,1,2,7,8,9,11,13,14,16,17
518	0,1,2,4,9,11,14,91
519	0,4,6,9
520	4
521	2,17
522	1,2,4,8,9,11,13
523	4,8,12,17
525	1,9,16
526	0,16
527	0,1,2,4,8,9,13,14,16
528	0
529	10,12,14,16,17
530	22
531	1,2,4,7,8,10,11,12,13,14,16,92
532	0,4,8,9,13
534	1,2,4,6,7,8,11,12,13,14
535	1,3,4,7,8,9,11,12,14,16
536	0,1,3,4,7,8,11,12,13,15
537	0,1,2,3,4,6,7,8,9,10,11,12,13,14,16,17,21
538	0,11,16
539	0,1,2,3,4,6,7,9,10,11,13,14,62
540	25,26
541	1,9,10,11,12,13,14,18
543	0,1,4,6,7,8,12,14,16
544	0,1,3,4,9
545	0,1,3,4,13
546	1,2,3,4,7,11,12,16
547	0,4,13,17,18,20,21
548	0,1,2,9,11,12,14
549	7,8,10
550	0,1,2,3,4,6,7,8,9,10,11,12,13,16
551	0,4,8,11,13,16
552	0,1,4,6,7,10,14,15
553	4,9,12,13
554	1,3,9,11,13
555	1,2,3,4,7,8,9,11,12,13,16,21
556	1,6,16
557	0,1,2,4
558	0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,20,21,25,26,27,93
559	1,4,8,10,11,16
560	1
561	0,2,4,5,7,8,9,10,12,14,18
562	0,3,4,7,8,11,13
563	0,1,4,37
564	1,6,8
566	0
567	1,4,7,8,11,12,16
568	0,1,2,3,4,9,11,13,14,16,17
569	4,6,10,17,20,94
570	0,1,8,9,11,16
571	0,1,2,3,4,7,8,10,11,13,14
572	1,2,3,7,8,10,11,25,26
573	4,8,9,13
574	0,2,3,6,10,14,15,17
575	0,1,4,9,11,13,17,60
576	1,4,8,10,11,12,14,17,18
577	0,6,14,18
578	4,5,25,26
579	0,2,4,8,9,10,11
580	0,1,2,4,5,7,9,10,11,15,16
581	1,2,3,7,11,12,16
582	0,4
583	1,2,3,4,7,11,13,18
584	0,4,8,11
585	0,1,4,6,11,14,15,17,18
586	0,1,7,8
587	0,8
588	1,4,7,8,11
589	0,4,6,8,9
590	0,1,2,4,7,8,12,14,18
591	95
592	2,4,6,8,11,13
593	14
594	4,8
595	1,4
596	0,1,2,4,7,8,11,12,18
597	0,1,2,4,8,9,11,13,14,16
598	0,1,4,6,7,14,15,17
599	0,1,3,4,8,9,14,16
600	4,7,10,18
601	52,96,97,98,99,100
602	0,1,4,12,13,17
603	0,4,8,9
604	0,4
605	0,4,7,16,83
606	4,8,11,16
607	101
608	0,3,4,6,8,14
609	1,4,6,14
610	102
612	0,1,2,3,4,5,6,8,9,11,12,13,14,15,16,17,20,21
613	0,6,8,9,13
614	0,1,3,4,6,7,8,9,10,11,12,13,14
617	1,4,6,9,10,12,14,17
618	103
619	1,2,4,7,8,9,12
620	0,2,4,12
621	0,2,3,4,16
622	0,4
623	0,1,2,4,6,7,18
624	1
625	0
626	1,2,4,6,9,12,14,15,17,21
627	25,26
628	1,2,4,6,8,9,10,11,12
629	104
630	0,1,2,3,4,7,8,11,13,16
631	2,4,8,11
632	0
633	0,1,6,8
634	3,10,13
635	0,2,8,9,11
636	0,3,4,8,11,13
637	4,12,15
638	0,1,3,6,17
639	1,4,8,9,11,12,14,105
640	4,6,7,8,15,54
641	14
642	0,1,2,4,6,7,8,9,12,14,16
643	6,8,17,18,53
644	1
645	1,8,10,11,13,16
646	1,15,21
647	1,4,6,8,9,11,12,13,14
648	0,6,14
649	1,2,4,5,10,12,15,21
650	0,1,2,4,5,6,7,8,9,10,11,13,14,16,17,21,25,26,27
651	0,3,10,11
652	0,1,3,4,6,8,9,10,11,12,13,14
653	0,2,4,11
654	1,4,12
655	0,1,2,3,4,6,9,10,11,12,13,17,18
656	0,4,6,7,10,67
657	106,107
658	0,1,3,6
659	1,4,7,8,9,11,13
660	0,4,8,10
661	1,4,10,14
662	0,4,11
663	0,1,2,4,6,7,8,9,11,12,16,17,18
664	1,2,4,7,8,9,11,12,16
666	0,1,2,4,6,8,9,10,11,12,13,14,15,17,20,21
667	4,8
668	0,11
669	0
670	1,7,8,11,16
671	1,3,4,9
672	0,9
673	1,4,6
674	0,1,4,7,9,10,14
675	0,14,21
676	0
677	10,82,108,109
678	12
679	0,2,4,9,12,14
680	0,1,2,4,7,8,9,11,13,16
681	10,20,25,26,27
682	1,4,6,13,14,17,18
683	13,110
684	0,1,2,3,4,6,8,9,12,13,14
685	1,4,6,7,8,10,13,102
686	0,1,2,3,4,6,7,8,9,11,13,14,16,17,18,20,21,25,26,27
687	2,3,4,7,9,11,13,16
688	1,2,3,7
689	0,1,4,9,13
690	0,4,6,11,13
691	0,1,4,8,12
692	2,4,15
693	0,1,3,4,8,9,11,13
694	0,1,3,9,68
695	12,15
696	0,1,2,3,4,6,9,11,13,14
697	0
698	10
700	2,4,8,9,11,13,14,17
701	0,1,2,3,4,6,8,11,14,15
702	1
703	111
704	0,6,8,11,13,16
705	18
706	4,8,16,112
707	1,2,3,4,6,7,8,9,11,13,14,15,16
709	7
710	0,4,7,9,12
711	0,1,2,3,4,6,9,11,12,13,14
712	0,1,3,4,7,8,9,11,12,13,14,18
713	0,4,7,8,11,16
714	4,8,14,17
716	0,18
717	0,1,4,8,9,13,14
718	0,1,4,7,9,12,13,14
719	0,1,2,4,9,12,14,17,20
721	0,2,4,6,9,13,14,21
722	1,4,7,8,11,12,14
723	1,4,11,16
724	1,2,3,4,6,8,9,12,14
725	1,2,4,8,9,11,13,14,16,18,102
727	10
728	25,26
729	0,1,2,4,7,8,9,10,12,13
730	0,1,4,7,10,11
731	1,4,13
732	0,1,2,3,4,8,9,10,11,13,14,16
733	1,2,4,5,7,8,9,11,12,13,14
735	0,1,3,4,6,11,13,14
736	0,1,2,4,6,7,8,9,11,12,13,17
737	1,3,6,8,9,15
738	59,85
739	0,4,7,8,9,12,14
740	6,7,9,10,13,14,21
741	1,4,7,8,9,11,12,13,14
743	10,15,20
744	4
745	1,2,3,4,11,12,13
746	16
747	22
748	0,1,2,3,4,8,11,13,14
749	1,4,7,8,9,10,12,17
750	16
751	0,1,3,4,7,8,9,11,12,14,16,17,18,113,114
752	10,25,26,27
753	1,4,7,8,9,11,13,16
754	4,7,9,11,12,21
755	1,2,4,6,9,11,12,14
756	4,8,11
757	0,1,2,7,8,9,10,11,12,13,14,16
758	4,12,16,115
759	12
760	1,3,4,7,9,10,11,12
761	0,2,7,10
762	0
763	1,4,10
765	1,8
766	0,4
767	1,2,4,14,17
768	2,3,4,6,8,9,11
769	0,1,2,3,4,5,6,7,8,10,11,12,14,15,16,20
770	1,85,116,117,118,119
771	0,10,11,16
772	25,26,27
773	0,4,8,11
774	0,1,2,4,7,8,9,10,11,12,13
775	6,12,15,21
776	120
777	0,1,2,4,5,6,7,8,9,11,12,13,14,15,17
778	0,1,2,4,7,8,9,10,11,12,13,14
779	0,2,3,4,5,6,7,8,9,11,13,14,17
780	0
781	0,1,2,3,4,6,8,9,10,11,12,13,16,18,25,26,27
782	7,8,10,11,13,14,15,17
783	0,1,2,3,4,8,9,11,12
784	9,21
785	0,1,4,15
786	0,1,9,11,13,16
787	0
788	0,4,8,11,13
789	25,26,27
790	0,1,2,6,9,11,13,14,15,16,17
791	7,8,10,11,13,14,15,17
792	1,2,4,7,8,9,11,12,13,14,17
793	0,1,4,9
795	0,2,4,8,9,11,16
797	0,1,2,3,4,5,6,9,10,12,13,14,15,18,21
798	0,1,2,4,7,8,12,14
799	1,2,4,6,7,9,12,13,14
801	0,4,7,8,10,11,15,73
802	1,2,3,4,9,13
803	2,4,8
804	4,12
806	1,3,4,7,8,12,16
807	1,2,4,8,10
808	0,1,4,7,8,9,10,11,12,14,21
809	1,2,7,8,9,12
811	7,9,11
813	121,122
814	0,5,7,12,15,16,18
816	0,1,4,7,9,10
818	0,1,4,8
821	0,1,2,3,8,9,11,13,14
822	3,4,7,9,10,12,14,21
824	0,4,6
825	123
826	4,7,9,11,12
828	0,2,4,9,11,13,14,17
829	0
831	0,1,3,6,7,9,14,16
832	4,7,17,18
833	8,17
834	5,10,18,25,26,27
835	0,1,3,11,16,124
836	1,4,9,11,14
837	2,3,4,6,7,8,9,11,12,13,14,15,17,21
838	2,4,9,10,11,12
839	1,4,7,14
840	0,1,2,3,4,6,7,8,9,10,11,12,13,14,17,18,20,21
841	10
842	0,3,13
843	2,4,6,7,8,9,12,15
844	1,7,10,11,13,18
845	0,1,4,12,14,16
846	0,14
847	0,4,12,14,16,17,18,125
848	0,1,3,4,7,8,9,11,16,18
849	1,2,3,4,7,8,9,11,12,14,15,21
850	1,2,4,7,8
851	4,6,8,10,13,16
852	1,4,7,10
853	0,2,4,5,7,8,10,11,13,14,17,18
854	0,1,3,4,7,14,25,26
855	0,10
856	0,126
857	0
858	48,127,128,129
859	1,3,4,8,9,11,12,13,16
860	7,9
861	0,1,3,6,10,11,17
862	130
863	1,4,8,16,17,18
864	0
865	4,7,8,12
867	0,1,2,4,6,7,8,9,10,11,14,15,18,21
869	2
870	0,2,4,6,7,8,9,11
871	0,2,4,9,11
872	0,2,4,6,7,9,15,17,18,21
873	0,1,3,4,6,8,11,12
875	0,4,6,7,8,12,14,17
876	0,2,4
878	0,2,4,9,14,25,26
879	1,2,11,12,14
880	0,1,2,3,4,7,9,10,12,14,17
881	0,1,2,4,7,8,9,10,11,12,14,131
882	4
883	1,2,4,7,10,12,13,14
884	0,6,8,11
885	0,2,9
886	0,4,7,8,9,11,13,14,17
887	87,132,133
888	0,4,9,12
889	15,134
890	0
891	4,8,11
892	4,8,11
893	1,2,3,4,7,8,10,11,12,13,14,16,17,18
894	0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,21
895	0,1,2,4,8,9,10,11,17,18
896	0,1,4,6,7,8,9,11
897	1,4,7,8,9,10,11
898	1,4,8,9,11,13,16
899	0
900	0,1,9,11,13,16,135
901	3,4,8,11,16
902	0,9,10,12,13,15,17,18
903	1,2,3,4,7,8,9,10
904	3,4,8,11
905	0,2,4,8,11,13,14
906	3,4,6,8,11,17
907	7,12
908	0,4,7,8,9,12,14,15
909	4,7,8,9,12,13,16
910	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,25,26,27,136
912	1,2,3,4,5,6,7,8,9,11,13,14,16
913	3,9,137
914	0,1,4,8,13
915	0,1,4,8,11,16
916	1,4,5,7,10,11,13,15,16
917	2,4,7,9,10,12,14,17,18
918	138
919	3,10,14
920	1
921	0,1,2,3,4,5,6,13,14,16,21
922	1,4,10
923	0,7,8,11,16
924	0,1,2,3,4,7,8,9,10,11,12,14
925	0,4
926	0,8,12,16
927	0,1,2,4,5,6,13,14,15,17,18
928	0
929	0,1,4,9,15
930	0,3,4,6
931	1,3,4,7,8,11,12,13,14
932	0,1,2,4,6,13,14
933	0,1,6,17,20
934	0,2,3,4,9,11,13
935	0,1,11,16
936	2,4,8,10,11,13
937	0
938	4,6,8,11,13
939	1,2,4,7,8,9,11,12
940	6,14,15,17,18
941	1,2,6,7,8,9,12,13,14,15,17,18
942	0,2,4,6,7,8,9,10,11,12,13,14,17
943	0,2
944	1,2,4,7,8,11,12,13,16
945	0,6,13
946	60,89,139
947	0,1,2,4,9,12
948	0,4,9
949	1,3,15,140
950	0,3,6,11,13,14
951	0,1,2,4,9,13,14,25,26,27
952	10
953	0,4,6,8
954	1,2,4,6,7,8,10,18
955	2,4,8,10
956	0
957	0,2,4,6,8,9,12,15,17
958	0,1,3,4,7,8,10,11,13,16
959	0,2,4,11
960	0,2,3,4,5,6,7,8,9,10,11,13,14
961	1,4,7,11,16
962	0,1,4,11,12,14,21
963	0,4,9,17
964	4,12,15,18
965	2,4,9,10,12,13,14,17
966	1,2,9,14
967	1,2,4,5,6,7,8,10,11,13,14,15,141
968	1,2,4
969	1,2,4,5,7,8,9,10,11,12,14,15,17,18,27
970	0,1,2,3,4,5,6,10,11,12,13,14,16,17
971	0,2,4,6,7,8,9,11,12,14,16
972	3,4,9,10,12
973	0,1,3,4,8
974	0,10,14,18
975	0,1,2,3,4,8,9,11,17
976	1,2,3,6,8,11,12,14
977	0,4,11,15,16
978	2,12,14
979	1,3,4,8,10,11,13,16,21,25,26
980	2,4,6,8,12,13
981	0,1,2,3,4,7,8,12,13,17
982	1,4,9,10,11,18
983	1,2,4,7,8,11,15,17
984	1,4,7
985	1,2,3,4,8,10,11,13
986	0,1,3,4,6,7,13,18
987	0,1,3,4,6,21
988	1,2,4,8,10,11,12,13,49
989	2,10,13,17,20,142
990	0,1,2,3,4,5,6,8,9,11,13,14,16
991	0
992	0,1,2,4,9,11,13,14,15
993	1,4
994	1,4,9,11,12,13,14,16,17
995	7,8,9
996	0,4,7,8,11,12,13,16
997	0,5,14,15
999	0,1,4,7,8,9,18
1000	0,1,2,3,4,8,9,11,12,13,14,15
1001	2,3,12,13,16
1002	1,2,12,14,16,17
1003	7,8,10,11,12,14
1004	0,2,7,8,11,13
1005	1,4,7,8,13
1006	0,2,4,7,8,9,11,14,16
1007	1,4,8,11
1008	0,1,83
1009	0,10,14,16
1010	0,1,6
1011	0,4,6,7,10,11,13,17
1012	0,1,3,4,7,8,11,12,14,16
1013	1,2,4,15
1014	4,13
